EXT1,EXT2,EXT3,EXT4,EXT5,EXT6,EXT7,EXT8,EXT9,EXT10,EST1,EST2,EST3,EST4,EST5,EST6,EST7,EST8,EST9,EST10,AGR1,AGR2,AGR3,AGR4,AGR5,AGR6,AGR7,AGR8,AGR9,AGR10,CSN1,CSN2,CSN3,CSN4,CSN5,CSN6,CSN7,CSN8,CSN9,CSN10,OPN1,OPN2,OPN3,OPN4,OPN5,OPN6,OPN7,OPN8,OPN9,OPN10,country,Clusters
4.0,5.0,2.0,4.0,2.0,4.0,5.0,4.0,2.0,5.0,5.0,5.0,2.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,4.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,4.0,5.0,1.0,4.0,1.0,4.0,2.0,5.0,5.0,1.0,5.0,US,4
3.0,2.0,4.0,3.0,5.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,5.0,1.0,5.0,2.0,5.0,2.0,4.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,5.0,2.0,4.0,3.0,4.0,2.0,5.0,1.0,4.0,2.0,3.0,3.0,3.0,4.0,US,4
5.0,1.0,5.0,1.0,4.0,2.0,4.0,2.0,4.0,2.0,5.0,1.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,5.0,1.0,5.0,3.0,5.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,5.0,3.0,5.0,3.0,3.0,1.0,5.0,5.0,5.0,4.0,FR,3
2.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0,4.0,5.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,3.0,2.0,4.0,1.0,2.0,2.0,5.0,2.0,5.0,5.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,5.0,2.0,4.0,2.0,5.0,2.0,5.0,1.0,5.0,1.0,5.0,4.0,4.0,5.0,US,3
1.0,4.0,1.0,5.0,3.0,4.0,1.0,5.0,1.0,4.0,4.0,2.0,5.0,1.0,4.0,3.0,2.0,2.0,2.0,5.0,1.0,5.0,4.0,5.0,1.0,3.0,1.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,5.0,4.0,5.0,2.0,2.0,4.0,4.0,3.0,2.0,NL,3
3.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,2.0,4.0,1.0,5.0,5.0,5.0,2.0,3.0,1.0,1.0,4.0,1.0,2.0,3.0,3.0,3.0,2.0,5.0,3.0,4.0,3.0,3.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,2.0,5.0,1.0,4.0,4.0,CA,0
2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,1.0,3.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,5.0,4.0,4.0,1.0,5.0,3.0,2.0,2.0,4.0,4.0,1.0,4.0,1.0,4.0,2.0,5.0,4.0,5.0,4.0,GB,3
2.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,2.0,5.0,2.0,4.0,4.0,4.0,4.0,2.0,5.0,1.0,3.0,1.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,2.0,4.0,1.0,4.0,2.0,4.0,4.0,CA,0
1.0,3.0,4.0,4.0,4.0,2.0,3.0,5.0,1.0,5.0,4.0,3.0,5.0,1.0,3.0,2.0,4.0,2.0,4.0,4.0,1.0,3.0,1.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,5.0,1.0,1.0,3.0,4.0,2.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,5.0,US,3
1.0,4.0,1.0,5.0,2.0,4.0,1.0,5.0,1.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,1.0,2.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,1.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,ID,3
3.0,1.0,4.0,1.0,4.0,1.0,1.0,3.0,4.0,5.0,5.0,1.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,2.0,1.0,5.0,3.0,4.0,2.0,5.0,2.0,5.0,5.0,3.0,2.0,5.0,5.0,4.0,2.0,5.0,3.0,3.0,4.0,3.0,3.0,1.0,5.0,1.0,4.0,1.0,5.0,4.0,5.0,5.0,US,3
1.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,5.0,2.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,5.0,1.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,5.0,3.0,2.0,2.0,3.0,3.0,2.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,AU,0
4.0,1.0,5.0,2.0,5.0,1.0,5.0,3.0,5.0,4.0,5.0,3.0,5.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,4.0,2.0,3.0,2.0,5.0,3.0,5.0,4.0,3.0,5.0,1.0,2.0,3.0,5.0,2.0,3.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,CA,0
3.0,1.0,1.0,4.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,1.0,5.0,5.0,3.0,2.0,2.0,2.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,3.0,1.0,0.0,5.0,4.0,2.0,3.0,3.0,4.0,1.0,4.0,4.0,4.0,2.0,0.0,4.0,1.0,5.0,1.0,3.0,1.0,2.0,4.0,5.0,5.0,IT,1
2.0,4.0,2.0,5.0,3.0,4.0,1.0,5.0,1.0,4.0,5.0,2.0,5.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,US,4
1.0,4.0,2.0,5.0,1.0,2.0,1.0,5.0,1.0,5.0,2.0,5.0,2.0,5.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,5.0,2.0,5.0,3.0,3.0,5.0,2.0,4.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,2.0,2.0,5.0,1.0,5.0,2.0,4.0,1.0,5.0,4.0,5.0,5.0,CA,0
3.0,3.0,3.0,3.0,4.0,2.0,2.0,5.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,5.0,1.0,5.0,1.0,3.0,1.0,5.0,4.0,4.0,5.0,1.0,5.0,1.0,3.0,1.0,5.0,2.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,2.0,5.0,2.0,3.0,4.0,US,0
1.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,2.0,5.0,5.0,2.0,4.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,4.0,5.0,1.0,5.0,2.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,1.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,US,4
1.0,4.0,2.0,5.0,1.0,4.0,1.0,5.0,1.0,5.0,2.0,1.0,3.0,2.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,1.0,2.0,4.0,2.0,4.0,3.0,2.0,4.0,2.0,1.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,5.0,1.0,5.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,ES,3
1.0,3.0,4.0,3.0,4.0,2.0,2.0,5.0,2.0,4.0,5.0,2.0,5.0,3.0,3.0,4.0,1.0,1.0,5.0,2.0,1.0,4.0,1.0,5.0,2.0,4.0,2.0,5.0,5.0,5.0,4.0,1.0,5.0,2.0,5.0,1.0,5.0,1.0,2.0,4.0,4.0,2.0,3.0,1.0,3.0,3.0,4.0,5.0,5.0,3.0,AT,3
1.0,2.0,3.0,4.0,5.0,1.0,1.0,5.0,1.0,3.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,5.0,1.0,5.0,3.0,1.0,1.0,5.0,1.0,0.0,1.0,5.0,3.0,1.0,4.0,1.0,3.0,1.0,4.0,1.0,3.0,3.0,IN,1
3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,1.0,2.0,3.0,5.0,5.0,2.0,4.0,1.0,3.0,1.0,5.0,2.0,4.0,2.0,5.0,5.0,4.0,3.0,1.0,5.0,2.0,1.0,1.0,4.0,3.0,4.0,4.0,4.0,2.0,5.0,2.0,4.0,1.0,5.0,3.0,4.0,4.0,GB,3
2.0,1.0,4.0,4.0,5.0,1.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,1.0,4.0,2.0,4.0,2.0,4.0,4.0,5.0,5.0,1.0,5.0,1.0,4.0,1.0,4.0,1.0,4.0,5.0,5.0,2.0,4.0,2.0,5.0,2.0,5.0,1.0,4.0,4.0,US,0
1.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,1.0,2.0,1.0,5.0,2.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,1.0,5.0,1.0,3.0,1.0,5.0,5.0,5.0,4.0,3.0,5.0,1.0,2.0,1.0,5.0,1.0,5.0,3.0,3.0,1.0,4.0,1.0,5.0,4.0,5.0,1.0,5.0,5.0,US,0
2.0,4.0,2.0,4.0,2.0,2.0,1.0,5.0,1.0,5.0,4.0,3.0,5.0,1.0,5.0,2.0,3.0,3.0,3.0,5.0,1.0,2.0,3.0,5.0,3.0,5.0,2.0,5.0,5.0,4.0,3.0,1.0,5.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,4.0,5.0,5.0,PH,3
1.0,5.0,2.0,5.0,2.0,3.0,1.0,5.0,2.0,4.0,5.0,3.0,5.0,2.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,2.0,4.0,4.0,2.0,4.0,3.0,1.0,3.0,4.0,4.0,1.0,5.0,1.0,4.0,1.0,4.0,3.0,1.0,4.0,5.0,4.0,5.0,3.0,5.0,1.0,4.0,4.0,3.0,5.0,TR,3
1.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,5.0,2.0,5.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,2.0,5.0,2.0,3.0,3.0,5.0,1.0,5.0,5.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,US,0
4.0,2.0,4.0,2.0,4.0,1.0,3.0,3.0,3.0,2.0,4.0,2.0,5.0,1.0,4.0,2.0,3.0,4.0,3.0,5.0,1.0,5.0,3.0,5.0,2.0,5.0,2.0,3.0,3.0,3.0,2.0,2.0,5.0,4.0,1.0,2.0,3.0,5.0,1.0,4.0,5.0,2.0,4.0,2.0,5.0,1.0,5.0,5.0,4.0,4.0,GB,3
3.0,2.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,5.0,3.0,2.0,2.0,4.0,2.0,1.0,5.0,4.0,4.0,1.0,4.0,1.0,3.0,4.0,4.0,3.0,4.0,5.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,5.0,1.0,5.0,1.0,4.0,2.0,4.0,5.0,TR,3
1.0,3.0,5.0,2.0,5.0,1.0,5.0,2.0,4.0,3.0,5.0,5.0,1.0,1.0,5.0,5.0,2.0,1.0,1.0,4.0,3.0,3.0,4.0,1.0,5.0,5.0,1.0,1.0,3.0,5.0,1.0,5.0,5.0,3.0,1.0,5.0,3.0,5.0,1.0,3.0,4.0,1.0,5.0,1.0,5.0,1.0,5.0,4.0,5.0,5.0,IN,0
1.0,4.0,1.0,5.0,0.0,3.0,0.0,5.0,2.0,3.0,3.0,4.0,5.0,3.0,5.0,3.0,3.0,4.0,4.0,1.0,1.0,5.0,3.0,5.0,4.0,4.0,1.0,4.0,5.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,1.0,2.0,3.0,5.0,4.0,4.0,1.0,5.0,4.0,4.0,4.0,US,3
2.0,1.0,4.0,2.0,5.0,1.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,5.0,1.0,5.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,2.0,5.0,2.0,5.0,1.0,5.0,4.0,US,0
2.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,0.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,US,1
4.0,1.0,5.0,1.0,5.0,1.0,5.0,2.0,5.0,1.0,1.0,4.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,4.0,1.0,5.0,5.0,5.0,4.0,1.0,5.0,1.0,4.0,1.0,5.0,1.0,4.0,4.0,3.0,1.0,5.0,2.0,5.0,1.0,5.0,1.0,4.0,5.0,US,0
1.0,4.0,4.0,4.0,4.0,1.0,3.0,5.0,5.0,5.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,5.0,5.0,3.0,2.0,3.0,4.0,4.0,2.0,5.0,1.0,3.0,5.0,3.0,3.0,5.0,5.0,5.0,1.0,4.0,1.0,2.0,5.0,MA,0
2.0,4.0,4.0,4.0,2.0,4.0,1.0,5.0,1.0,5.0,1.0,5.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,2.0,3.0,3.0,5.0,5.0,4.0,2.0,5.0,4.0,4.0,1.0,5.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,5.0,1.0,CA,0
2.0,1.0,5.0,1.0,5.0,1.0,1.0,3.0,4.0,4.0,2.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,5.0,3.0,5.0,1.0,5.0,1.0,5.0,5.0,4.0,5.0,3.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,2.0,3.0,3.0,5.0,3.0,5.0,3.0,3.0,4.0,US,0
5.0,1.0,5.0,3.0,5.0,1.0,1.0,1.0,5.0,5.0,3.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,5.0,2.0,1.0,1.0,1.0,3.0,5.0,5.0,4.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,3.0,1.0,5.0,US,0
3.0,4.0,2.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,4.0,1.0,3.0,1.0,5.0,1.0,5.0,4.0,HK,1
1.0,2.0,2.0,5.0,4.0,3.0,1.0,4.0,2.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,1.0,4.0,4.0,2.0,2.0,4.0,4.0,1.0,4.0,1.0,3.0,2.0,3.0,4.0,5.0,4.0,US,1
2.0,4.0,3.0,5.0,2.0,3.0,2.0,5.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,1.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,4.0,3.0,2.0,3.0,1.0,4.0,4.0,4.0,3.0,2.0,5.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,DE,3
3.0,3.0,4.0,3.0,4.0,1.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,5.0,2.0,5.0,1.0,4.0,1.0,4.0,5.0,4.0,4.0,US,0
4.0,1.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,2.0,5.0,1.0,3.0,3.0,4.0,2.0,4.0,5.0,5.0,5.0,4.0,5.0,1.0,5.0,1.0,5.0,5.0,3.0,2.0,3.0,3.0,5.0,2.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,5.0,5.0,US,4
5.0,3.0,5.0,1.0,4.0,1.0,4.0,2.0,4.0,1.0,1.0,5.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,4.0,5.0,5.0,2.0,5.0,1.0,4.0,1.0,4.0,1.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,1.0,5.0,3.0,4.0,3.0,US,0
1.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,4.0,5.0,5.0,1.0,5.0,3.0,4.0,3.0,2.0,2.0,5.0,3.0,4.0,2.0,4.0,1.0,5.0,1.0,4.0,3.0,1.0,3.0,5.0,2.0,4.0,3.0,1.0,3.0,5.0,1.0,5.0,4.0,5.0,1.0,3.0,1.0,5.0,3.0,5.0,5.0,4.0,4.0,GB,3
3.0,3.0,5.0,2.0,4.0,2.0,5.0,5.0,4.0,4.0,2.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,4.0,3.0,5.0,2.0,4.0,1.0,5.0,5.0,5.0,3.0,2.0,5.0,1.0,2.0,3.0,4.0,1.0,4.0,5.0,3.0,1.0,5.0,1.0,4.0,1.0,5.0,3.0,5.0,5.0,GB,4
4.0,4.0,2.0,4.0,5.0,3.0,4.0,3.0,2.0,3.0,5.0,4.0,5.0,1.0,1.0,5.0,2.0,2.0,4.0,1.0,5.0,4.0,3.0,5.0,1.0,3.0,1.0,4.0,4.0,3.0,5.0,2.0,5.0,2.0,2.0,5.0,5.0,3.0,5.0,3.0,3.0,2.0,5.0,1.0,4.0,1.0,2.0,3.0,4.0,4.0,CA,4
3.0,2.0,5.0,2.0,4.0,2.0,3.0,4.0,5.0,3.0,1.0,5.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,5.0,1.0,5.0,2.0,5.0,5.0,5.0,0.0,3.0,5.0,1.0,4.0,5.0,4.0,2.0,3.0,5.0,5.0,1.0,4.0,2.0,4.0,1.0,5.0,5.0,5.0,5.0,CA,0
4.0,3.0,4.0,1.0,2.0,1.0,2.0,2.0,5.0,4.0,5.0,2.0,4.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,4.0,2.0,4.0,1.0,4.0,5.0,1.0,2.0,4.0,3.0,3.0,2.0,4.0,5.0,3.0,2.0,3.0,4.0,1.0,5.0,1.0,3.0,1.0,3.0,4.0,2.0,4.0,US,3
3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,5.0,3.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,2.0,2.0,4.0,4.0,2.0,5.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,5.0,1.0,BE,3
4.0,2.0,4.0,2.0,5.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,4.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,4.0,1.0,5.0,1.0,4.0,1.0,4.0,4.0,5.0,3.0,1.0,4.0,1.0,3.0,2.0,4.0,1.0,4.0,2.0,5.0,2.0,5.0,1.0,4.0,1.0,2.0,5.0,4.0,4.0,GB,1
1.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,4.0,2.0,5.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,US,1
1.0,5.0,1.0,5.0,1.0,5.0,1.0,3.0,4.0,5.0,5.0,4.0,5.0,1.0,5.0,5.0,4.0,2.0,4.0,5.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,5.0,2.0,1.0,4.0,3.0,3.0,1.0,4.0,4.0,5.0,1.0,4.0,3.0,4.0,5.0,1.0,2.0,2.0,2.0,2.0,5.0,3.0,GB,3
5.0,1.0,5.0,2.0,4.0,2.0,5.0,2.0,4.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,5.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,5.0,3.0,3.0,5.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,5.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,GR,4
1.0,3.0,4.0,5.0,3.0,5.0,1.0,4.0,5.0,1.0,5.0,4.0,4.0,2.0,5.0,5.0,3.0,2.0,4.0,3.0,5.0,2.0,4.0,4.0,3.0,5.0,4.0,1.0,5.0,4.0,2.0,1.0,4.0,4.0,5.0,1.0,1.0,3.0,4.0,5.0,2.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,3.0,4.0,PK,4
5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,1.0,3.0,4.0,3.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,4.0,1.0,5.0,1.0,5.0,5.0,5.0,4.0,1.0,2.0,2.0,5.0,1.0,5.0,1.0,4.0,3.0,3.0,2.0,3.0,1.0,5.0,3.0,4.0,2.0,4.0,5.0,US,0
1.0,5.0,2.0,4.0,2.0,4.0,2.0,4.0,1.0,4.0,4.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,4.0,3.0,2.0,5.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,VN,3
1.0,5.0,4.0,5.0,3.0,5.0,1.0,5.0,1.0,5.0,3.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,4.0,1.0,5.0,5.0,5.0,4.0,1.0,5.0,1.0,4.0,1.0,3.0,1.0,3.0,4.0,3.0,1.0,5.0,1.0,4.0,1.0,5.0,5.0,5.0,4.0,GB,0
1.0,4.0,1.0,5.0,2.0,5.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,5.0,3.0,2.0,2.0,4.0,5.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,1.0,5.0,1.0,3.0,1.0,2.0,2.0,5.0,3.0,ID,3
4.0,1.0,5.0,3.0,5.0,1.0,5.0,3.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,3.0,4.0,5.0,2.0,1.0,1.0,4.0,3.0,2.0,3.0,5.0,1.0,5.0,1.0,4.0,1.0,5.0,5.0,2.0,5.0,US,0
1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,3.0,2.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,2.0,1.0,5.0,3.0,1.0,4.0,5.0,2.0,2.0,3.0,5.0,3.0,2.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,GB,3
4.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,2.0,5.0,4.0,2.0,5.0,1.0,2.0,4.0,5.0,4.0,4.0,5.0,1.0,5.0,4.0,5.0,2.0,5.0,2.0,4.0,5.0,2.0,1.0,5.0,5.0,4.0,1.0,5.0,5.0,5.0,1.0,4.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,4.0,US,4
3.0,1.0,4.0,2.0,4.0,1.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,2.0,5.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,1.0,3.0,4.0,4.0,5.0,IE,3
3.0,1.0,4.0,3.0,4.0,1.0,3.0,3.0,3.0,2.0,1.0,5.0,1.0,5.0,1.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,1.0,5.0,3.0,2.0,4.0,3.0,5.0,1.0,0.0,3.0,4.0,1.0,5.0,5.0,5.0,5.0,US,3
3.0,1.0,3.0,3.0,4.0,1.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,5.0,1.0,5.0,3.0,1.0,4.0,1.0,5.0,2.0,5.0,2.0,2.0,5.0,5.0,2.0,3.0,5.0,4.0,3.0,5.0,4.0,2.0,5.0,5.0,3.0,3.0,4.0,4.0,0.0,4.0,4.0,1.0,4.0,4.0,PK,4
1.0,4.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,4.0,5.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,US,1
2.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,5.0,3.0,5.0,4.0,3.0,2.0,5.0,5.0,5.0,1.0,5.0,3.0,2.0,4.0,4.0,5.0,1.0,4.0,2.0,4.0,2.0,5.0,4.0,4.0,3.0,US,0
